SurfaceName,PieceId,X,Y,Z
Pavement Surface 10,0,1095.0480,285.7789,11.5000
Pavement Surface 10,0,1105.6985,280.3600,11.4000
Pavement Surface 10,0,1094.6321,275.7876,11.5000
Pavement Surface 10,0,1067.6392,273.0448,11.7966
Pavement Surface 10,0,1061.2854,280.7668,11.8962
Pavement Surface 10,0,997.8195,161.1735,13.0562
Pavement Surface 10,0,998.4690,160.1500,13.0462
Pavement Surface 10,0,999.1349,159.1007,13.0360
Pavement Surface 10,0,1076.4582,189.7734,11.5673
Pavement Surface 10,0,1004.0160,151.4094,12.9364
Pavement Surface 10,0,1075.2539,186.9449,11.5817
Pavement Surface 10,0,1004.1885,151.1376,12.9318
Pavement Surface 10,0,1072.9357,181.5000,11.6094
Pavement Surface 10,0,1073.2377,182.2092,11.6058
Pavement Surface 10,0,1004.5478,150.5715,12.9221
Pavement Surface 10,0,1071.6709,178.5293,11.6251
Pavement Surface 10,0,1004.7607,150.2360,12.9165
Pavement Surface 10,0,1071.3366,177.7441,11.6270
Pavement Surface 10,0,1004.8192,150.1438,12.9145
Pavement Surface 10,0,1068.3709,170.7787,11.6437
Pavement Surface 10,0,1005.3825,149.2561,12.8957
Pavement Surface 10,0,1067.9936,169.8924,11.6575
Pavement Surface 10,0,1005.4606,149.1332,12.8954
Pavement Surface 10,0,1067.5308,168.8054,11.6598
Pavement Surface 10,0,1005.5704,148.9602,12.8917
Pavement Surface 10,0,1067.4192,168.5433,11.6605
Pavement Surface 10,0,1066.3217,165.9657,11.6681
Pavement Surface 10,0,1005.8257,148.5578,12.8835
Pavement Surface 10,0,1009.8502,142.2165,12.6731
Pavement Surface 10,0,1041.7752,139.2988,11.8226
Pavement Surface 10,0,1048.7560,143.5490,11.7516
Pavement Surface 10,0,1050.3167,144.4992,11.7357
Pavement Surface 10,0,1064.1069,160.7638,11.6785
Pavement Surface 10,0,1063.5018,159.3426,11.6764
Pavement Surface 10,0,1061.2465,154.0456,11.6685
Pavement Surface 10,0,1057.6301,148.9520,11.6613
Pavement Surface 10,0,1060.4861,152.2596,11.6658
Pavement Surface 10,0,1036.0614,135.8200,11.8807
Pavement Surface 10,0,1011.0816,140.2761,12.5973
Pavement Surface 10,0,1034.8286,135.0694,11.9169
Pavement Surface 10,0,1011.4128,139.7542,12.5882
Pavement Surface 10,0,1033.9181,134.5151,11.9223
Pavement Surface 10,0,1033.2338,134.0984,11.9263
Pavement Surface 10,0,1011.8868,139.0074,12.5562
Pavement Surface 10,0,1031.9857,133.3385,11.9336
Pavement Surface 10,0,1014.1026,135.5160,12.4068
Pavement Surface 10,0,1027.6717,130.7120,11.9590
Pavement Surface 10,0,1026.1648,129.7945,12.0117
Pavement Surface 10,0,1026.5961,130.0571,11.9966
Pavement Surface 10,0,1014.9203,134.2275,12.3819
Pavement Surface 10,0,1025.6599,129.4871,12.0293
Pavement Surface 10,0,1015.2232,133.7502,12.3726
Pavement Surface 10,0,1024.6924,128.8980,12.0351
Pavement Surface 10,0,1015.8512,132.7607,12.3326
Pavement Surface 10,0,1022.5721,127.6071,12.0476
Pavement Surface 10,0,1017.9439,129.4632,12.1990
Pavement Surface 10,0,1077.9728,193.3308,11.5590
Pavement Surface 10,0,1079.1713,196.1456,11.5525
Pavement Surface 10,0,1073.9930,265.3229,11.6970
Pavement Surface 10,0,1083.0887,205.3464,11.5310
Pavement Surface 10,0,1081.5623,201.7614,11.5394
Pavement Surface 10,0,1085.8167,211.7539,11.5161
Pavement Surface 10,0,1084.3134,208.2229,11.5243
Pavement Surface 10,0,1080.3468,257.6009,11.5975
Pavement Surface 10,0,1094.2162,265.7963,11.5000
Pavement Surface 10,0,1093.8003,255.8050,11.5000
Pavement Surface 10,0,1086.7006,249.8789,11.4979
Pavement Surface 10,0,1093.0544,242.1569,11.3983
Pavement Surface 10,0,1101.2409,243.5754,11.3826
Pavement Surface 10,0,1099.8482,242.2527,11.3848
Pavement Surface 10,0,1099.4614,241.8231,11.3802
Pavement Surface 10,0,1097.9762,239.8153,11.3601
Pavement Surface 10,0,1099.2698,241.5641,11.3776
Pavement Surface 10,0,1096.8184,237.5935,11.3397
Pavement Surface 10,0,1095.9054,235.4491,11.3862
Pavement Surface 10,0,1094.8408,232.9487,11.4190
Pavement Surface 10,0,1093.8318,230.5789,11.4501
Pavement Surface 10,0,1091.0049,223.9392,11.4807
Pavement Surface 10,0,1090.9330,223.7704,11.4812
Pavement Surface 10,0,1087.0060,214.5472,11.5080
Pavement Surface 10,0,1099.5014,241.8676,11.3807
Pavement Surface 10,0,1102.2863,244.3239,11.3811
Pavement Surface 10,0,1103.2715,245.0293,11.3797
Pavement Surface 10,0,1105.5257,246.1581,11.3768
Pavement Surface 10,0,1105.0817,245.9378,11.3773
Pavement Surface 10,0,1106.0555,246.3627,11.3761
Pavement Surface 10,0,1107.8829,246.9089,11.3594
Pavement Surface 10,0,1114.3442,260.6633,11.3000
Pavement Surface 10,0,1109.0833,247.0936,11.3488
Pavement Surface 10,0,1110.3513,247.2886,11.3376
Pavement Surface 10,0,1111.8563,247.3300,11.3244
Pavement Surface 10,0,1111.1396,247.3103,11.3307
Pavement Surface 10,0,1112.8487,247.2796,11.3104
Pavement Surface 10,0,1112.1903,247.3130,11.3197
Pavement Surface 10,0,1115.2246,246.9036,11.2765
Pavement Surface 10,0,1114.4842,247.0214,11.2870
Pavement Surface 10,0,1115.3143,246.8821,11.2757
Pavement Surface 10,0,1117.6840,246.1071,11.2548
Pavement Surface 10,0,1119.9121,244.9695,11.2338
Pavement Surface 10,0,1129.0160,270.8752,11.2000
Pavement Surface 10,0,1116.6944,270.3831,11.3000
Pavement Surface 10,0,1104.3899,270.4459,11.4000
Pavement Surface 10,0,1119.0445,280.1030,11.3000
Pavement Surface 10,0,1131.0424,280.6677,11.2000
Pavement Surface 10,0,1131.7849,284.2555,11.2000
Pavement Surface 10,0,1137.3087,287.3595,11.2000
Pavement Surface 10,0,1164.1175,288.5419,11.2000
Pavement Surface 10,0,1154.9666,292.5743,11.2000
Pavement Surface 10,0,1146.0266,292.2584,11.2000
Pavement Surface 10,0,1132.3923,304.7474,11.3000
Pavement Surface 10,0,1140.9182,308.8648,11.3000
Pavement Surface 10,0,1139.7668,309.4112,11.3000
Pavement Surface 10,0,1147.0621,321.1408,11.4000
Pavement Surface 10,0,1155.0212,315.0869,11.4000
Pavement Surface 10,0,1158.6666,326.3636,11.5000
Pavement Surface 10,0,1166.1515,319.7321,11.5000
Pavement Surface 10,0,1162.9804,309.0329,11.4000
Pavement Surface 10,0,1149.9525,304.5774,11.3000
Pavement Surface 10,0,1158.9867,300.2900,11.3000
Pavement Surface 10,0,1170.9396,302.9788,11.4000
Pavement Surface 10,0,1168.0210,296.0026,11.3000
Pavement Surface 10,0,1150.2709,294.6434,11.2000
Pavement Surface 10,0,1174.2981,293.0237,11.3000
Pavement Surface 10,0,1173.2685,284.5096,11.2000
Pavement Surface 10,0,1175.4190,283.5620,11.2000
Pavement Surface 10,0,1179.0586,252.8392,10.8753
Pavement Surface 10,0,1187.0812,258.8090,10.8819
Pavement Surface 10,0,1195.1037,264.7788,10.8886
Pavement Surface 10,0,1203.1262,270.7485,10.8952
Pavement Surface 10,0,1211.1487,276.7183,10.9019
Pavement Surface 10,0,1176.1702,310.8559,11.5000
Pavement Surface 10,0,1172.3263,301.9241,11.4000
Pavement Surface 10,0,1173.6364,313.1008,11.5000
Pavement Surface 10,0,1172.9527,356.6889,12.0000
Pavement Surface 10,0,1179.3883,362.3205,12.0000
Pavement Surface 10,0,1186.9139,368.9056,12.0000
Pavement Surface 10,0,1164.9608,364.8861,12.0000
Pavement Surface 10,0,1162.7816,388.6480,12.5219
Pavement Surface 10,0,1157.9799,372.0461,12.0000
Pavement Surface 10,0,1154.8624,382.5418,12.2080
Pavement Surface 10,0,1150.9990,379.2062,12.0000
Pavement Surface 10,0,1146.9432,376.4356,11.8941
Pavement Surface 10,0,1143.5808,394.0355,12.1932
Pavement Surface 10,0,1138.8513,390.3314,12.0045
Pavement Surface 10,0,1137.2863,389.1057,12.0120
Pavement Surface 10,0,1134.1454,386.6457,12.0579
Pavement Surface 10,0,1139.0240,370.3294,11.5802
Pavement Surface 10,0,1136.2119,346.2579,11.5000
Pavement Surface 10,0,1138.2631,369.7427,11.5500
Pavement Surface 10,0,1129.4138,382.9400,11.8685
Pavement Surface 10,0,1128.9582,382.5832,11.8502
Pavement Surface 10,0,1128.3613,382.1157,11.8613
Pavement Surface 10,0,1127.1561,381.1718,11.8837
Pavement Surface 10,0,1131.1048,364.2233,11.5500
Pavement Surface 10,0,1130.8144,351.0401,11.5000
Pavement Surface 10,0,1123.1855,358.1171,11.5500
Pavement Surface 10,0,1128.5480,349.4150,11.5000
Pavement Surface 10,0,1120.4213,343.5879,11.5000
Pavement Surface 10,0,1115.2663,352.0108,11.5500
Pavement Surface 10,0,1112.1098,369.3876,11.9408
Pavement Surface 10,0,1113.6661,370.6066,11.9329
Pavement Surface 10,0,1115.2226,371.8256,11.9195
Pavement Surface 10,0,1119.9776,375.5496,11.9206
Pavement Surface 10,0,1121.5400,376.7733,11.9015
Pavement Surface 10,0,1122.5068,377.5305,11.8879
Pavement Surface 10,0,1122.8661,377.8119,11.8828
Pavement Surface 10,0,1107.3463,365.6570,11.9396
Pavement Surface 10,0,1105.7937,364.4410,11.9479
Pavement Surface 10,0,1104.5198,363.4434,11.9500
Pavement Surface 10,0,1104.4225,363.3672,11.9492
Pavement Surface 10,0,1104.1308,363.1387,11.9467
Pavement Surface 10,0,1107.3471,345.9046,11.5500
Pavement Surface 10,0,1112.2946,337.7607,11.5000
Pavement Surface 10,0,1122.4447,323.3575,11.4000
Pavement Surface 10,0,1130.9303,328.6485,11.4000
Pavement Surface 10,0,1134.3712,330.7940,11.4000
Pavement Surface 10,0,1139.1029,327.1948,11.4000
Pavement Surface 10,0,1097.1999,357.7104,11.9416
Pavement Surface 10,0,1092.3844,353.9390,11.9404
Pavement Surface 10,0,1090.2578,352.2734,11.9258
Pavement Surface 10,0,1076.9705,341.8669,11.8252
Pavement Surface 10,0,1073.3303,339.0159,11.8242
Pavement Surface 10,0,1065.8092,333.1255,11.9788
Pavement Surface 10,0,1062.5728,330.8400,12.0461
Pavement Surface 10,0,1060.8527,329.8083,12.0823
Pavement Surface 10,0,1059.0714,328.8584,12.1202
Pavement Surface 10,0,1057.2350,327.9953,12.1597
Pavement Surface 10,0,1055.3563,327.2264,12.2003
Pavement Surface 10,0,1053.4525,326.5579,12.2418
Pavement Surface 10,0,1097.2836,357.7760,11.9423
Pavement Surface 10,0,1097.4383,357.8971,11.9425
Pavement Surface 10,0,1099.3584,359.4010,11.9456
Pavement Surface 10,0,1151.1817,332.9950,11.5000
Pavement Surface 10,0,1143.6968,339.6265,11.5000
Pavement Surface 10,0,1171.9417,357.7260,12.0000
Pavement Surface 10,0,1146.7299,396.5018,12.1488
Pavement Surface 10,0,1151.4494,400.1982,12.3366
Pavement Surface 10,0,1153.0308,401.4367,12.3010
Pavement Surface 10,0,1154.6121,402.6752,12.2679
Pavement Surface 10,0,1158.7862,405.9443,12.4334
Pavement Surface 10,0,1169.7988,394.0587,12.8000
Pavement Surface 10,0,1161.9466,408.4195,12.4131
Pavement Surface 10,0,1162.4865,408.8424,12.3995
Pavement Surface 10,0,1170.8182,394.5667,12.7826
Pavement Surface 10,0,1166.9775,412.3596,12.2866
Pavement Surface 10,0,1179.7685,399.0269,12.6302
Pavement Surface 10,0,1194.4394,375.4909,12.0000
Pavement Surface 10,0,1201.9649,382.0762,12.0000
Pavement Surface 10,0,1188.7188,403.4870,12.4777
Pavement Surface 10,0,1189.6787,416.2186,12.0764
Pavement Surface 10,0,1189.0873,416.9740,12.0534
Pavement Surface 10,0,1188.0444,418.6112,12.0034
Pavement Surface 10,0,1187.5063,419.9950,11.9607
Pavement Surface 10,0,1187.3045,420.8891,11.9329
Pavement Surface 10,0,1170.3903,415.0325,12.2384
Pavement Surface 10,0,1187.0721,421.9184,11.9047
Pavement Surface 10,0,1187.0102,423.3763,11.8627
Pavement Surface 10,0,1187.1384,424.8209,11.8196
Pavement Surface 10,0,1187.6528,426.6948,11.7609
Pavement Surface 10,0,1188.8201,428.8634,11.6884
Pavement Surface 10,0,1189.3893,429.6730,11.6602
Pavement Surface 10,0,1190.7942,431.0125,11.6100
Pavement Surface 10,0,1196.5794,407.4041,12.3438
Pavement Surface 10,0,1200.6908,402.1523,12.2815
Pavement Surface 10,0,1205.7534,395.6856,12.1214
Pavement Surface 10,0,1207.9518,392.8775,12.0656
Pavement Surface 10,0,1208.3230,387.6399,12.0000
Pavement Surface 10,0,1210.1764,390.0360,12.0991
Pavement Surface 10,0,1213.9527,385.2123,12.1561
Pavement Surface 10,0,1216.9360,381.4016,12.2924
Pavement Surface 10,0,1221.9469,374.8818,11.6900
Pavement Surface 10,0,1223.2159,373.1765,11.6546
Pavement Surface 10,0,1223.7629,372.4415,11.6393
Pavement Surface 10,0,1225.4658,370.1530,11.5967
Pavement Surface 10,0,1243.2389,300.5975,10.9285
Pavement Surface 10,0,1229.3912,364.8779,11.5271
Pavement Surface 10,0,1231.5296,362.0042,11.4923
Pavement Surface 10,0,1251.2614,306.5673,10.9351
Pavement Surface 10,0,1237.6905,353.7249,11.3922
Pavement Surface 10,0,1259.0523,312.3647,10.9416
Pavement Surface 10,0,1259.2840,312.5372,10.9418
Pavement Surface 10,0,1264.7043,316.5706,10.9463
Pavement Surface 10,0,1262.7243,320.0830,10.9854
Pavement Surface 10,0,1235.2164,294.6277,10.9218
Pavement Surface 10,0,1227.1939,288.6579,10.9152
Pavement Surface 10,0,1219.1713,282.6881,10.9085
Pavement Surface 10,0,1217.9122,281.7511,10.9075
Pavement Surface 10,0,1220.1560,377.2886,11.9138
Pavement Surface 10,0,1171.0361,246.8694,10.8686
Pavement Surface 10,0,1163.0135,240.8995,10.8620
Pavement Surface 10,0,1165.6644,242.8721,10.8642
Pavement Surface 10,0,1154.9910,234.9297,10.8553
Pavement Surface 10,0,1123.9575,241.4262,11.1886
Pavement Surface 10,0,1122.9919,242.5096,11.2008
Pavement Surface 10,0,1121.9498,243.4844,11.2127
Pavement Surface 10,0,1123.3070,242.1561,11.1968
Pavement Surface 10,0,1146.9685,228.9599,10.8487
Pavement Surface 10,0,1138.9460,222.9901,10.8420
Pavement Surface 10,0,1135.3782,227.3785,10.9245
Pavement Surface 10,0,1116.8162,246.3909,11.2625
Pavement Surface 10,0,1107.3162,246.7395,11.3646
Pavement Surface 10,0,989.7231,173.9309,13.0763
Pavement Surface 10,0,956.4684,308.4598,12.7146
Pavement Surface 10,0,954.8457,307.2538,12.7297
Pavement Surface 10,0,953.1481,306.1213,12.7449
Pavement Surface 10,0,951.3806,305.0687,12.7602
Pavement Surface 10,0,949.5489,304.1022,12.7755
Pavement Surface 10,0,947.6590,303.2272,12.7908
Pavement Surface 10,0,945.7182,302.4489,12.8060
Pavement Surface 10,0,943.7339,301.7713,12.8211
Pavement Surface 10,0,941.7140,301.1979,12.8359
Pavement Surface 10,0,939.6667,300.7313,12.8504
Pavement Surface 10,0,937.6007,300.3732,12.8647
Pavement Surface 10,0,935.5245,300.1244,12.8785
Pavement Surface 10,0,933.4466,299.9848,12.8918
Pavement Surface 10,0,931.3757,299.9534,12.9047
Pavement Surface 10,0,929.3198,300.0284,12.9170
Pavement Surface 10,0,927.2870,300.2070,12.9288
Pavement Surface 10,0,925.2846,300.4861,12.9399
Pavement Surface 10,0,923.2989,300.8659,12.9505
Pavement Surface 10,0,921.3166,301.3506,12.9606
Pavement Surface 10,0,919.3459,301.9409,12.9703
Pavement Surface 10,0,917.3951,302.6367,12.9793
Pavement Surface 10,0,915.4726,303.4373,12.9878
Pavement Surface 10,0,913.5867,304.3407,12.9956
Pavement Surface 10,0,911.7456,305.3443,13.0027
Pavement Surface 10,0,909.9573,306.4446,13.0090
Pavement Surface 10,0,908.2291,307.6372,13.0146
Pavement Surface 10,0,906.5681,308.9170,13.0195
Pavement Surface 10,0,904.9808,310.2783,13.0235
Pavement Surface 10,0,903.4728,311.7145,13.0267
Pavement Surface 10,0,902.0492,313.2189,13.0291
Pavement Surface 10,0,900.7143,314.7841,13.0308
Pavement Surface 10,0,899.4712,316.4025,13.0316
Pavement Surface 10,0,898.3227,318.0662,13.0316
Pavement Surface 10,0,897.1366,319.8808,13.0313
Pavement Surface 10,0,896.6225,320.6361,13.0313
Pavement Surface 10,0,897.7297,318.9735,13.0315
Pavement Surface 10,0,964.3390,314.6240,12.7448
Pavement Surface 10,0,1017.7739,129.3597,12.2000
Pavement Surface 10,0,1020.0979,126.1007,12.0623
Pavement Surface 11,0,443.8161,895.0704,11.9938
Pavement Surface 11,0,445.3597,892.4941,11.9800
Pavement Surface 11,0,451.5711,896.0302,12.1231
Pavement Surface 11,0,446.0396,891.3587,11.9744
Pavement Surface 11,0,453.5561,892.5796,12.1141
Pavement Surface 11,0,450.4901,883.9250,11.9459
Pavement Surface 11,0,447.4314,889.0299,11.9647
Pavement Surface 11,0,447.5579,888.8187,11.9637
Pavement Surface 11,0,448.1855,887.7706,11.9590
Pavement Surface 11,0,448.4547,887.3210,11.9571
Pavement Surface 11,0,448.7504,886.8272,11.9551
Pavement Surface 11,0,449.8739,884.9511,11.9484
Pavement Surface 11,0,450.4348,884.0144,11.9456
Pavement Surface 11,0,456.6832,887.1433,12.1000
Pavement Surface 11,0,451.1768,882.7793,11.9431
Pavement Surface 11,0,455.6343,875.3351,11.9322
Pavement Surface 11,0,452.7585,880.1337,11.9384
Pavement Surface 11,0,453.5812,878.7597,11.9355
Pavement Surface 11,0,453.6319,878.6751,11.9353
Pavement Surface 11,0,453.9960,878.0671,11.9342
Pavement Surface 11,0,455.0432,876.3183,11.9321
Pavement Surface 11,0,455.0876,876.2442,11.9320
Pavement Surface 11,0,455.1150,876.1984,11.9320
Pavement Surface 11,0,455.2079,876.0433,11.9318
Pavement Surface 11,0,456.3142,874.1997,11.9318
Pavement Surface 11,0,460.7717,866.7558,11.9382
Pavement Surface 11,0,485.8015,903.8888,13.4000
Pavement Surface 11,0,501.8687,863.8046,12.5000
Pavement Surface 11,0,461.4515,865.6204,11.9405
Pavement Surface 11,0,461.0475,866.2914,11.9385
Pavement Surface 11,0,465.9059,858.1802,11.9640
Pavement Surface 11,0,466.5889,857.0409,11.9692
Pavement Surface 11,0,469.4812,852.2095,11.9940
Pavement Surface 11,0,471.0464,849.5968,12.0094
Pavement Surface 11,0,470.2424,850.9360,12.0010
Pavement Surface 11,0,470.5369,850.4444,12.0039
Pavement Surface 11,0,470.6419,850.2689,12.0049
Pavement Surface 11,0,471.7262,848.4614,12.0160
Pavement Surface 11,0,502.0792,863.4387,12.5000
Pavement Surface 11,0,510.2819,885.2039,13.1000
Pavement Surface 11,0,507.0655,854.7705,12.5000
Pavement Surface 11,0,476.1837,841.0173,12.0595
Pavement Surface 11,0,473.9922,844.6739,12.0375
Pavement Surface 11,0,474.0556,844.5681,12.0382
Pavement Surface 11,0,474.9252,843.1159,12.0466
Pavement Surface 11,0,475.0670,842.8791,12.0480
Pavement Surface 11,0,475.7083,841.8082,12.0543
Pavement Surface 11,0,475.7927,841.6673,12.0551
Pavement Surface 11,0,476.8636,839.8819,12.0661
Pavement Surface 11,0,481.3211,832.4378,12.1095
Pavement Surface 11,0,479.3264,835.7660,12.0896
Pavement Surface 11,0,480.1847,834.3327,12.0979
Pavement Surface 11,0,480.8757,833.1788,12.1047
Pavement Surface 11,0,512.0519,846.1024,12.5000
Pavement Surface 11,0,543.6422,883.6125,13.0000
Pavement Surface 11,0,553.6586,842.1486,12.5000
Pavement Surface 11,0,554.6962,842.7563,12.5000
Pavement Surface 11,0,563.3254,847.8097,12.5000
Pavement Surface 11,0,572.3169,869.4455,13.0000
Pavement Surface 11,0,565.6886,880.9713,13.0500
Pavement Surface 11,0,559.0603,892.4970,13.1000
Pavement Surface 11,0,571.9545,852.8632,12.5000
Pavement Surface 11,0,577.8257,840.0248,12.0000
Pavement Surface 11,0,582.6756,848.7700,12.0000
Pavement Surface 11,0,589.3568,837.2106,11.5000
Pavement Surface 11,0,591.8820,846.8865,11.5000
Pavement Surface 11,0,600.3945,842.9669,11.0000
Pavement Surface 11,0,592.1232,847.8105,11.5000
Pavement Surface 11,0,609.2608,855.3358,10.4160
Pavement Surface 11,0,585.4358,853.7472,12.0000
Pavement Surface 11,0,582.4859,866.7466,12.5380
Pavement Surface 11,0,608.2508,857.0920,10.5155
Pavement Surface 11,0,604.1583,884.6993,11.2200
Pavement Surface 11,0,582.0382,871.9860,12.5930
Pavement Surface 11,0,599.7419,882.1625,11.4941
Pavement Surface 11,0,579.8617,871.3096,12.6431
Pavement Surface 11,0,578.7922,873.1694,12.6860
Pavement Surface 11,0,579.9458,873.8328,12.6303
Pavement Surface 11,0,580.7200,874.2781,12.5930
Pavement Surface 11,0,608.8915,857.4605,10.4742
Pavement Surface 11,0,626.1763,867.4555,10.0005
Pavement Surface 11,0,622.5151,865.2961,10.1000
Pavement Surface 11,0,612.5006,889.4968,11.0280
Pavement Surface 11,0,605.8641,891.7350,11.1700
Pavement Surface 11,0,609.4321,893.7869,11.6180
Pavement Surface 11,0,611.4655,895.2413,11.5680
Pavement Surface 11,0,614.5340,890.9512,10.9780
Pavement Surface 11,0,607.8235,901.6938,11.0447
Pavement Surface 11,0,605.0802,904.1688,11.1647
Pavement Surface 11,0,607.7615,901.7805,11.0450
Pavement Surface 11,0,603.4115,907.8622,11.0674
Pavement Surface 11,0,600.3657,912.1208,11.0831
Pavement Surface 11,0,597.5940,915.9959,11.0974
Pavement Surface 11,0,587.5480,928.6808,11.4234
Pavement Surface 11,0,603.0468,902.7144,11.2147
Pavement Surface 11,0,585.5146,927.2264,11.4734
Pavement Surface 11,0,581.7694,925.0534,11.5600
Pavement Surface 11,0,600.4055,901.2268,11.2750
Pavement Surface 11,0,596.6116,899.0903,11.3617
Pavement Surface 11,0,596.2472,898.8851,11.3700
Pavement Surface 11,0,594.3766,897.8316,11.4129
Pavement Surface 11,0,594.0646,897.6562,11.4200
Pavement Surface 11,0,584.2352,914.7481,11.5519
Pavement Surface 11,0,581.0246,924.6169,11.5772
Pavement Surface 11,0,579.1606,923.5722,11.6200
Pavement Surface 11,0,577.2664,938.7584,11.5230
Pavement Surface 11,0,579.2998,940.2128,11.4730
Pavement Surface 11,0,567.8238,956.2575,11.5160
Pavement Surface 11,0,565.7904,954.8032,11.5660
Pavement Surface 11,0,567.6939,949.5290,11.6050
Pavement Surface 11,0,561.5100,952.3416,11.6650
Pavement Surface 11,0,564.2624,947.5555,11.6840
Pavement Surface 11,0,564.4969,947.6904,11.6786
Pavement Surface 11,0,560.8309,945.5821,11.7630
Pavement Surface 11,0,555.6821,954.5352,11.7275
Pavement Surface 11,0,554.3987,956.7668,11.7186
Pavement Surface 11,0,553.0091,959.1833,11.7090
Pavement Surface 11,0,550.5182,963.5148,11.6919
Pavement Surface 11,0,551.9501,961.0248,11.7017
Pavement Surface 11,0,548.4116,967.1779,11.6773
Pavement Surface 11,0,548.3602,967.1485,11.6775
Pavement Surface 11,0,546.8413,969.9083,11.6665
Pavement Surface 11,0,544.2042,974.4939,11.6483
Pavement Surface 11,0,536.2065,996.1649,11.4930
Pavement Surface 11,0,540.9333,980.1817,11.6258
Pavement Surface 11,0,538.3041,984.7534,11.6076
Pavement Surface 11,0,536.3568,988.1395,11.5942
Pavement Surface 11,0,535.4460,989.7234,11.5879
Pavement Surface 11,0,532.8512,994.2353,11.5700
Pavement Surface 11,0,528.1263,1002.4513,11.5215
Pavement Surface 11,0,523.4014,1010.6672,11.4730
Pavement Surface 11,0,521.0325,1017.3799,11.4150
Pavement Surface 11,0,523.0659,1018.8342,11.3650
Pavement Surface 11,0,538.2399,997.6193,11.4430
Pavement Surface 11,0,533.6008,1005.4658,11.2975
Pavement Surface 11,0,527.7833,1013.5993,11.2475
Pavement Surface 11,0,522.6996,1020.7068,11.2038
Pavement Surface 11,0,521.9658,1021.7327,11.1977
Pavement Surface 11,0,516.1484,1029.8662,11.1492
Pavement Surface 11,0,510.5801,1036.2908,11.3150
Pavement Surface 11,0,510.3307,1038.0000,11.1007
Pavement Surface 11,0,508.7578,1040.1990,11.0876
Pavement Surface 11,0,504.5131,1046.1336,11.0772
Pavement Surface 11,0,500.1113,1050.9275,11.4523
Pavement Surface 11,0,499.3950,1047.6318,11.4850
Pavement Surface 11,0,494.6008,1047.7590,11.5576
Pavement Surface 11,0,498.8007,1054.1220,11.0631
Pavement Surface 11,0,501.0326,1050.9998,11.0686
Pavement Surface 11,0,501.2939,1050.6345,11.0693
Pavement Surface 11,0,501.1478,1050.8389,11.0689
Pavement Surface 11,0,500.9919,1051.0567,11.0685
Pavement Surface 11,0,498.6962,1054.2677,11.0634
Pavement Surface 11,0,494.4326,1060.2317,11.0752
Pavement Surface 11,0,492.8805,1062.4026,11.0856
Pavement Surface 11,0,490.7868,1065.3321,11.0997
Pavement Surface 11,0,480.9344,1071.5267,11.4550
Pavement Surface 11,0,480.0134,1068.1132,11.5550
Pavement Surface 11,0,493.6797,1044.3455,11.6170
Pavement Surface 11,0,487.8908,1049.3888,11.5900
Pavement Surface 11,0,484.0484,1033.9634,11.9305
Pavement Surface 11,0,478.3371,1043.8946,11.8110
Pavement Surface 11,0,481.9024,1045.9449,11.7284
Pavement Surface 11,0,502.6927,1031.4698,11.5000
Pavement Surface 11,0,508.5467,1034.8364,11.3650
Pavement Surface 11,0,509.7611,1019.1787,11.5620
Pavement Surface 11,0,516.6258,1014.8456,11.5170
Pavement Surface 11,0,520.1155,1008.7775,11.5485
Pavement Surface 11,0,516.8295,1006.8878,11.6240
Pavement Surface 11,0,515.7017,1008.8489,11.6141
Pavement Surface 11,0,492.7383,1025.7451,11.9233
Pavement Surface 11,0,489.7597,1024.0322,12.0500
Pavement Surface 11,0,487.8165,1049.5292,11.5897
Pavement Surface 11,0,480.3384,1062.5325,11.5640
Pavement Surface 11,0,483.2918,1057.3971,11.5742
Pavement Surface 11,0,475.6789,1065.6207,11.6550
Pavement Surface 11,0,478.7351,1061.6105,11.6010
Pavement Surface 11,0,478.1712,1061.2862,11.6140
Pavement Surface 11,0,476.0040,1060.0399,11.6640
Pavement Surface 11,0,476.2516,1060.1823,11.6583
Pavement Surface 11,0,470.0090,1070.4643,11.7620
Pavement Surface 11,0,474.4326,1067.7880,11.6050
Pavement Surface 11,0,481.2971,1078.7066,11.1944
Pavement Surface 11,0,475.5675,1086.9022,11.2643
Pavement Surface 11,0,464.0140,1080.8888,11.8600
Pavement Surface 11,0,469.8364,1070.7645,11.7648
Pavement Surface 11,0,474.9992,1087.7163,11.2712
Pavement Surface 11,0,469.8772,1095.1183,11.3380
Pavement Surface 11,0,446.9868,1090.7953,12.5800
Pavement Surface 11,0,464.2252,1103.3751,11.4121
Pavement Surface 11,0,446.9320,1090.8975,12.5800
Pavement Surface 11,0,445.1782,1094.1708,12.5799
Pavement Surface 11,0,458.6218,1111.6571,11.4861
Pavement Surface 11,0,441.9852,1100.1299,12.5798
Pavement Surface 11,0,458.5010,1111.8321,11.4876
Pavement Surface 11,0,440.4554,1102.9850,12.5798
Pavement Surface 11,0,440.2572,1103.3550,12.5798
Pavement Surface 11,0,456.8243,1114.3191,11.5102
Pavement Surface 11,0,453.6561,1119.0526,11.5522
Pavement Surface 11,0,453.0484,1119.9603,11.5603
Pavement Surface 11,0,435.8215,1111.7580,12.5800
Pavement Surface 11,0,435.7849,1111.8274,12.5800
Pavement Surface 11,0,448.3204,1127.0827,11.6236
Pavement Surface 11,0,435.7569,1111.8806,12.5800
Pavement Surface 11,0,431.1174,1120.6781,12.5800
